少儿频道,#genre#
荣成生活,video://https://iapp.rcsrmtzx.cn/share/dHZsLTc3LTEx.html
乳山综合,video://https://iapp.rushanrongmei.cn/share/dHZsLTE0My04.html
乳山生活,video://https://iapp.rushanrongmei.cn/share/dHZsLTE0My05.html
文登TV1,video://https://iapp.wendengsf.com/share/dHZsLTkxLTc.html
文登TV2,video://https://iapp.wendengsf.com/share/dHZsLTkxLTg.html

山西,#genre#
山西卫视,video://https://www.sxrtv.com/tv/index.shtml
山西黄河,video://http://www.dsk.cc/sxitv/sxzb.html?id=sxhh
山西影视,video://https://apphhplushttps.sxrtv.com//television/live_wap_654.html
山西影视,video://http://www.dsk.cc/sxitv/sxzb.html?id=sxys
山西经济与科技,video://https://apphhplushttps.sxrtv.com//television/live_wap_653.html
山西经济与科技,video://http://www.dsk.cc/sxitv/sxzb.html?id=sxjj
山西文体生活,video://https://apphhplushttps.sxrtv.com//television/live_wap_656.html
山西文体生活,video://http://www.dsk.cc/sxitv/sxzb.html?id=sxwtsh
山西社会与法治,video://https://apphhplushttps.sxrtv.com//television/live_wap_655.html
山西社会与法治,video://http://www.dsk.cc/sxitv/sxzb.html?id=sxshfz
山西卫视,video://http://p.ytelc.com/169l/shanxi/shanxi.php?id=shanxi
山西经济与科技,video://http://p.ytelc.com/169l/shanxi/shanxi.php?id=shanxijj
山西影视,video://http://p.ytelc.com/169l/shanxi/shanxi.php?id=shanxiys
山西社会与法治,video://http://p.ytelc.com/169l/shanxi/shanxi.php?id=shanxifz
山西文体生活,video://http://p.ytelc.com/169l/shanxi/shanxi.php?id=shanxiwt
山西黄河,video://http://p.ytelc.com/169l/shanxi/shanxi.php?id=huanghe
太原1,video://https://www.sxtygdy.com/23/23mbdszb/index.shtml
泉阳科教,video://https://www.yqrtv.com/folder74/folder139?id=11
阳泉电视台,video://https://www.yqrtv.com/folder74/folder139?id=10
山西晋中综合,video://https://www.jztvnews.com/
山西古县综合,https://l2fpdktp.live.sxmty.com/live/hls/e4c3b363cc4549788e2d983f403e07db/d99ce1eb686e41b9afc888110bd95aa7.m3u8?zshanxd
山西吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8
山西吉县新闻综合,http://jxlive.jxrmtzx.com:8091/live/xwzh.m3u8?zshanxd
山西万荣综合频道,http://60.222.246.220:19433/hls1.m3u8
山西闻喜综合频道,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.flv
山西定襄综合,http://lbyzztfe.live.sxmty.com:80/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8
山西定襄综合,http://lbyzztfe.live.sxmty.com/live/hls/645ff4c60e0a49f0a203abbd73dd8be9/0720e665f10f48e98c9639f4f492fb4a-1.m3u8?zshanxd
山西晋中综合,http://jzlive.jztvnews.com:90/live/jzzh.m3u8
山西晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8?zshanxd
山西壶关电视台,http://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8?zshanxd
山西武乡新闻综合,http://60.220.198.84:81/0.m3u8
山西武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8?zshanxd
山西武乡新闻综合,http://uzoiczhh.live.sxmty.com/live/hls/0d41f1480c4042d49927858f01fde707/53130407737b417b9a6259b57246bae3.m3u8
山西阳曲综合,video://https://yangqu.qmtzy.sxmty.com///television/live_wap_5.html
山西阳曲综合,https://83awgyp5.live.sxmty.com/live/hls/6f6f4b36f9bd42628b718b595ba507ed/724b7e8907a8414d873eb2a2f69bfa18.m3u8?zshanxd
山西闻喜综合,https://www.wxhcgbds.com:8081/channelTv/WXTV_1.m3u8?zshanxd
山西怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
山西五台综合,https://568slnjf.live.sxmty.com/live/hls/90c8b2efeb164cc0a6c2409eed668d6b/f77cbb89ec57435b9ba4c47589c16e4f-1.m3u8?zshanxd

四川,#genre#
康巴卫视,video://https://www.kangbatv.com/zb_22587/
四川科教频道,video://http://www.sctv-8.com.cn/_iframe/iframe_mp4.aspx?iid=637730502807234776
四川乡村频道,video://https://scxc.sctv.com/html/c0111/2024/04/09/1777534112104497154_share.html
重庆新闻,video://https://www.cbg.cn/web/list/4918/1.html?5DEFC70C1A4AOD5173881C62BD4ACAD0
重庆新闻,video://https://sj.cbg.cn/wap/list/4918/1.html
成都新闻综合,video://https://www.cditv.cn/show/4845-563.html
成都经济资讯,video://https://www.cditv.cn/show/4845-562.html
成都都市生活,video://https://www.cditv.cn/show/4845-561.html
成都影视文艺,video://https://www.cditv.cn/show/4845-560.html
成都公共,video://https://www.cditv.cn/show/4845-559.html
成都少儿,video://https://www.cditv.cn/show/4845-558.html
蓉城先锋,video://https://www.cditv.cn/show/4845-592.html
简阳市广播电视台,video://https://www.cditv.cn/show/4844-578.html
彭州广播电视台,video://https://www.cditv.cn/show/4844-576.html
青白江融媒体中心,video://https://www.cditv.cn/show/4844-584.html
浦江电视台,video://https://www.cditv.cn/show/4844-571.html
大邑广播电视台,video://https://www.cditv.cn/show/4844-572.html
金堂电视台,video://https://www.cditv.cn/show/4844-573.html
邛崃电视台综合频道,video://https://www.cditv.cn/show/4844-575.html
郫都区广播电视台,video://https://www.cditv.cn/show/4844-580.html
双流区广播电视台,video://https://www.cditv.cn/show/4844-581.html
温江电视台,video://https://www.cditv.cn/show/4844-582.html
新都区广播电视台,video://https://www.cditv.cn/show/4844-583.html
成华有线电视,video://https://www.cditv.cn/show/4844-586.html
武侯电视,video://https://www.cditv.cn/show/4844-587.html
金牛区有线电视台,video://https://www.cditv.cn/show/4844-588.html
青羊区融媒体中心,video://https://www.cditv.cn/show/4844-589.html
锦江电视,video://https://www.cditv.cn/show/4844-590.html
高新电视台,video://https://www.cditv.cn/show/4844-591.html
泸州新闻综合,video://https://www.luzhoubs.com/lztv1/index.html
泸州科技教育,video://https://www.luzhoubs.com/lztv3/index.html
绵阳1,video://http://www.myntv.cn/html/zb/mytv1.asp
绵阳科教生活,video://http://www.myntv.cn/html/zb/mytv2.asp
乐山新闻综合,video://http://www.lstv.org.cn/cms/tv/28
广安1,video://https://www.gatv.com.cn/Tv/details?id=10
广安文旅乡村,video://https://www.gatv.com.cn/Tv/details?id=9
遂宁综合,video://http://www.snxw.com/wldst/xwzh/
遂宁文化生活,video://http://www.snxw.com/wldst/gggyzb/
广元新闻综合,video://https://www.dzsm.com/
德阳新闻,video://http://zb.scdytv.com/?name=xwpd
德阳文旅科教,video://http://zb.scdytv.com/?name=ggpd
攀枝花1,video://https://h5.pzhkai.com/front-cloudlive-manage-h5/index.html?id=536937329516896257
攀枝花文旅生活,video://https://h5.pzhkai.com/front-cloudlive-manage-h5/index.html?id=536937486832656384
内江1,video://https://www.scnj.tv/bencandy.php?fid=43&id=972
眉山综合,video://https://www.scmstv.cn/web/folder88/folder89/folder91/
眉山文旅乡村,video://https://www.scmstv.cn/web/folder88/folder89/folder92/
资阳新闻,video://https://www.zyrb.com.cn/#/bD074b747F?pkey=
池州综合,video://https://www.chiznews.com/radio-television
滁州公共,video://http://www.cztv.cc/Live/index?liveid=2
滁州公共,video://http://www.cztv.cc/Live/index?liveid=2
滁州科教,video://http://www.cztv.cc/Live/index?liveid=3
滁州科教,video://http://www.cztv.cc/Live/index?liveid=3
滁州新闻综合,video://http://www.cztv.cc/Live/index?liveid=1
滁州新闻综合,video://http://www.cztv.cc/Live/index?liveid=1
大同新闻综合,video://https://www.dtradio.com.cn/local/folder25
四川自贡综合,http://110.189.153.160:1001/zhpd.flv?zsicd
四川德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8
四川德阳新闻综合,http://scdytv.cn:1935/live/m_xwpd_livevideo/playlist.m3u8?zsicd
四川甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv?zsicd
四川松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8?zsicd
四川松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
四川汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8
四川汶川新闻综合,http://live.iwcmt.cn:90/live/zhxw.m3u8?zsicd
四川利州综合,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8?zsicd
四川泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8?zsicd
四川泸县新闻综合,http://lxfile.lxxcb.cn/nmip-media/channellive/channel103799/playlist.m3u8
四川泸县新闻综合,http://lxfile.lxxcb.cn:80/nmip-media/channellive/channel103799/playlist.m3u8
四川广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
四川广安公共频道,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
四川达州新闻综合,http://tv.drs.dzxw.net/channellive/xwzhpd-dz1.flv
四川达州公共频道,http://tv.drs.dzxw.net/channellive/ggpd-dz2.flv
四川达州通川频道,http://tv.drs.dzxw.net/channellive/tcpd-dz3.flv
四川自贡综合频道,http://110.189.153.160:1001/zhpd.flv
四川自贡公共频道,http://110.189.153.160:1002/ggpd.flv
四川甘孜综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
四川南部新闻综合,http://pili-live-rtmp.148.i2863.com/i2863-148/live_148_811389.m3u8
四川黑水新闻综合,http://live.schstv.com:90/live/xwzh.m3u8
四川金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8?zsicd
四川金川新闻综合,http://live.jinchuanrmt.com:90/live/zhxw.m3u8
四川金川乡村频道,http://live.jinchuanrmt.com:90/live/jcxc.m3u8
四川利州综合频道,http://tvfile.lzgbdst.com/nmip-media/channellive/channel106876/playlist.m3u8
四川利州综合频道,http://tvfile.lzgbdst.com:80/nmip-media/channellive/channel106876/playlist.m3u8
四川青神综合频道,http://lmt.scqstv.com:80/live1/live1.m3u8
四川德格综合频道,http://dgfile.ganzitv.com:80/nmip-media/channellive/channel101955/playlist.m3u8
四川纳溪新闻频道,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
四川纳溪新闻频道,https://bl.ainaxi.cn:443/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8
四川叙永综合频道,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8
四川广安公共,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
四川泸州公共,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel102221/playlist.m3u8
四川泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8?zsicd
四川泸州科教,http://file.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川泸州科教,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel103074/playlist.m3u8
四川长宁综合,http://cnpull.sccnfb.com/live/123456.m3u8?zsicd
四川什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8?zsicd
四川什邡新闻频道,http://live.sfrmt.com:85/live/zhpd.m3u8
四川金川乡村,http://live.jinchuanrmt.com:90/live/jcxc.m3u8?zsicd
四川青神综合,http://lmt.scqstv.com/live1/live1.m3u8?zsicd
四川纳溪新闻,https://bl.ainaxi.cn/live/d1b85c45e7b74e96bdd950e047c7fd94.m3u8?zsicd
四川叙永综合,http://luzhi.xuyongrongmei.com:1935/live/_definst_/xyxw/playlist.m3u8?zsicd
四川资阳综合频道,https://zbsczy.zyrb.com.cn/zygc/q_live169940503167305.m3u8
四川雁江电视,https://zbsczy.zyrb.com.cn/zygc/q_live169940504887269.m3u8
四川金堂电视台,http://live.jtxwzx.com.cn:80/jtdst/hd/live.m3u8
四川龙泉驿新闻综合,https://live-pull.newslqy.com/live/fmzb1682404988829.m3u8
四川长宁综合频道,http://cnpull.sccnfb.com:80/live/123456.m3u8
四川宣汉新闻综合,http://livexuanhan.chinamcache.com:80/live/push1.m3u8
四川罗江新闻综合,http://pull.luojiangrongmei.com/ljds/ljtv.m3u8
四川仪陇综合频道,https://p8.vzan.com/slowlive/359346337558319596/live.m3u8
四川朝天新闻综合,https://m3u8.channel.dzsm.com:443/nmip-media/channellive/channel104601/playlist.m3u8
四川剑阁新闻综合,https://tvfile.scjgtv.cn:443/nmip-media/channellive/channel104126/playlist.m3u8
四川青川新闻综合,http://qcfile.qcrmt.com:80/nmip-media/channellive/channel100933/playlist.m3u8
四川旺苍新闻综合,http://channel.wcrmt.cn:80/nmip-media/channellive/channel105268/playlist.m3u8
四川昭化综合频道,http://live.zhgbtv.cn:3100/hls/kwqtkbbi/index.m3u8
四川彭山综合频道,http://m3u8tv.psrm.net:80/nmip-media/channellive/channel100740/playlist.m3u8
四川西昌综合频道,http://xcfb.screx.com.cn:18085/hlsnew1/channel1.m3u8
四川夹江新闻综合,rtmp://tv.jjrm.org.cn/channellive/ch1
四川井研新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
四川犍为新闻综合,http://r8.vzan.com:80/v/slowlive_230559508552681163.m3u8
四川沙湾综合频道,http://tvfile.swrmt.com:80/nmip-media/channellive/channel100064/playlist.m3u8
四川峨眉山综合频道,https://embl.emsyd.jrem.cn:443/aaa/003.m3u8?auth_key=1669861584-0-0-f96c19f553b976f1f9800423b10baa5b
四川五通桥综合频道,https://play.wtqrm.com:443/qtwz/wtqzb.m3u8?auth_key=1663323505-0-0-01843919c015a267038d6e00fd1e1519
四川大英新闻综合,http://zb.dysm99.com:80/live/26690_417cfae3026a11ee89e7b8599faecf3c.m3u8
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
四川巴中综合,http://ocj2.kksmg.com/ocj1/ocj1.m3u8
四川康定,http://kdfile.ganzitv.com/nmip-media/channellive/channel100663/playlist.m3u8
四川康定,http://m3u8-kd.channel.ganzitv.com/nmip-media-yajiang/channellive/channel100663/playlist.m3u8?
四川泸州新闻,http://m3u8.channel.luzhoubs.com/nmip-media/channellive/channel106011/playlist.m3u8
四川营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8
四川营山电视台,http://file.ysxtv.cn/cms/videos/nmip-media/channellive/channel4/playlist.m3u8?zsicd
四川达州新闻,http://tv.drs.dzxw.net:80/channellive/xwzhpd-dz1.flv

河南,#genre#
河南卫视,video://https://static.hntv.tv/total/television/?id=145
河南都市,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv2
河南民生,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv3
河南法治,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv4
河南电视剧,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv5
河南新闻,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv6
河南欢腾购物,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv7
河南公共,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv8
河南乡村,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv9
河南武术世界,video://http://p.ytelc.com/169l/henan/henan.php?id=wssj
河南晴彩中原,video://http://p.ytelc.com/169l/henan/henan.php?id=hntv11
河南梨园,video://http://p.ytelc.com/169l/henan/henan.php?id=liyuan
河南文物宝库,video://http://p.ytelc.com/169l/henan/henan.php?id=wwbk
河南移动戏曲,video://http://p.ytelc.com/169l/henan/henan.php?id=ydxq
河南新闻,video://https://static.hntv.tv/total/television/?id=149
河南民生,video://https://static.hntv.tv/total/television/?id=146
河南都市,video://https://static.hntv.tv/total/television/?id=141
河南电视剧,video://https://static.hntv.tv/total/television/?id=148
河南乡村,video://https://static.hntv.tv/total/television/?id=152
河南公共,video://https://static.hntv.tv/total/television/?id=151
河南武术,video://https://static.hntv.tv/total/television/?id=156
河南梨园频道,video://https://static.hntv.tv/total/television/?id=154
河南法治,video://https://static.hntv.tv/total/television/?id=147
河南文物宝库,video://https://static.hntv.tv/total/television/?id=155
河南移动戏曲,video://https://static.hntv.tv/total/television/?id=163
河南睛彩中原,video://https://static.hntv.tv/total/television/?id=157
河南大象视界,video://https://static.hntv.tv/total/television/?id=183
卢氏综合,video://https://lushi.dxhmt.cn/api/page/shiroVideo?tvId=b518cee5982f49299d05fde28e3669b7
河南焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8?zhend
河南焦作综合,http://zhpull.dxhmt.cn/jiaozuo/b75a92c9503e47cf9e89f7ff247b65f2/playlist.m3u8
河南郏县综合,http://tvpull.dxhmt.cn:9081/tv/10425-1.m3u8?zhend
河南开封新闻综合,http://tvpull.dxhmt.cn:9081/tv/10200-2.m3u8?zhend
河南开封文化旅游,http://tvpull.dxhmt.cn:9081/tv/10200-3.m3u8?zhend
河南济源电视一套,http://tvpull.dxhmt.cn:9081/tv/19001-1.m3u8?zhend
河南济源电视一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
河南巩义新闻,http://tvpull.dxhmt.cn:9081/tv/10181-1.m3u8?zhend
河南荥阳综合,http://tvpull.dxhmt.cn:9081/tv/10182-1.m3u8?zhend
河南嵩县综合,http://tvpull.dxhmt.cn:9081/tv/10325-1.m3u8?zhend
河南新安新闻,http://tvpull.dxhmt.cn:9081/tv/10323-1.m3u8?zhend
河南宜阳综合,http://tvpull.dxhmt.cn:9081/tv/10327-1.m3u8?zhend
河南温县综合,http://tvpull.dxhmt.cn:9081/tv/10825-1.m3u8?zhend
河南方城一套,http://tvpull.dxhmt.cn:9081/tv/11322-1.m3u8?zhend
河南唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8?zhend
河南唐河一套,http://tvpull.dxhmt.cn:9081/tv/11328-1.m3u8
河南新野综合,http://tvpull.dxhmt.cn:9081/tv/11329-1.m3u8?zhend
河南扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8?zhend
河南扶沟综合,http://tvpull.dxhmt.cn:9081/tv/11621-1.m3u8
河南鹿邑新闻,http://tvpull.dxhmt.cn:9081/tv/11628-1.m3u8?zhend
河南西华综合,http://tvpull.dxhmt.cn:9081/tv/11622-1.m3u8?zhend
河南新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8?zhend
河南新蔡综合,http://tvpull.dxhmt.cn:9081/tv/11729-1.m3u8
河南卫辉综合,http://tvpull.dxhmt.cn:9081/tv/10781-1.m3u8?zhend
河南新乡县电,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8?zhend
河南灵宝新闻,http://tvpull.dxhmt.cn:9081/tv/11282-1.m3u8?zhend
河南滑县新闻,http://tvpull.dxhmt.cn:9081/tv/10526-1.m3u8?zhend
河南内黄综合,http://tvpull.dxhmt.cn:9081/tv/10527-1.m3u8?zhend
河南禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8?zhend
河南禹州综合,http://live.dxhmt.cn:9081/tv/11081-1.m3u8
河南禹州综合,http://tvpull.dxhmt.cn:9081/tv/11081-1.m3u8
河南临颍综合,http://tvpull.dxhmt.cn:9081/tv/11122-1.m3u8
河南义马新闻综合,http://tvpull.dxhmt.cn:9081/tv/11281-1.m3u8
河南义马电视,http://live.dxhmt.cn:9081/tv/11281-1.m3u8
河南光山综合,http://tvpull.dxhmt.cn:9081/tv/11522-1.m3u8
河南兰考新闻,http://live.dxhmt.cn:9081/tv/10225-1.m3u8
河南兰考新闻,http://tvpull.dxhmt.cn:9081/tv/10225-1.m3u8
河南叶县,http://tvpull.dxhmt.cn:9081/tv/10422-1.m3u8
河南叶县,http://live.dxhmt.cn:9081/tv/10422-1.m3u8
河南周口扶沟,http://live.dxhmt.cn:9081/tv/11621-1.m3u8
河南固始综合,http://tvpull.dxhmt.cn:9081/tv/11525-1.m3u8
河南新乡县电视台,http://tvpull.dxhmt.cn:9081/tv/10721-1.m3u8
河南新县综合,http://tvpull.dxhmt.cn:9081/tv/11523-1.m3u8
河南泌阳新闻综合,http://tvpull.dxhmt.cn:9081/tv/11726-1.m3u8
河南淅川电视,http://live.dxhmt.cn:9081/tv/11326-1.m3u8
河南渑池新闻综合,http://tvpull.dxhmt.cn:9081/tv/11221-1.m3u8
河南潢川综合,http://tvpull.dxhmt.cn:9081/tv/11526-1.m3u8
河南登封综合,http://tvpull.dxhmt.cn:9081/tv/10185-1.m3u8
河南郸城新闻综合,http://live.dxhmt.cn:9081/tv/11625-1.m3u8
河南鄢陵综合,http://tvpull.dxhmt.cn:9081/tv/11024-1.m3u8
河南项城新闻,http://tvpull.dxhmt.cn:9081/tv/11681-1.m3u8
国学频道,video://https://static.hntv.tv/total/television/?id=194
郑州新闻综合,video://https://static.hntv.tv/total/television/?id=197
郑州教育,video://http://web.chinamcloud.com/yszh32/wz/zb/index.shtml
登封综合,video://https://dengfeng.dxhmt.cn/api/page/shiroVideo?tvId=6ffc6b7e0598444aa36279a64bfcfdd3
巩义新闻,video://https://gongyi.dxhmt.cn/api/page/shiroVideo?tvId=bacecdcaf5294cdd85cfee2a67b22fd8
上街区电视台,video://https://shangjie.dxhmt.cn/api/page/shiroVideo?tvId=78b268d3896a43cfad98ec292622d61d
新密新闻,video://https://xinmi.dxhmt.cn/api/page/shiroVideo?tvId=809f259c5a6848ddbf041bbb08ff1b30
新郑综合,video://https://xinzheng.dxhmt.cn/api/page/shiroVideo?tvId=10b1ced7f37044258cce7b3a0f8a27f0
安阳新闻综合,video://https://static.hntv.tv/total/television/?id=206
安阳文旅,video://https://share.aynews.net.cn/share/page/tvLive/?tvid=3
漯河新闻,video://https://static.hntv.tv/total/television/?id=221
开封闻综合,video://https://static.hntv.tv/total/television/?id=198
洛阳新闻综合,video://https://static.hntv.tv/total/television/?id=204
栾川新闻,video://https://luanchuan-static.hntv.tv/luanchuan/3/1870017935889276929
新安新闻综合,video://https://songxian.dxhmt.cn/api/page/shiroVideo?tvId=3eefa8d458da4385bb3adbb0de55d1ad
宜阳综合,video://https://yiyang.dxhmt.cn/api/page/shiroVideo?tvId=31d77116effb470cbdbc6d790d682cd4
平顶山新闻综合,video://https://static.hntv.tv/total/television/?id=205
商丘新闻综合,video://https://static.hntv.tv/total/television/?id=224
鹤壁新闻综合,video://https://static.hntv.tv/total/television/?id=207
济源电视一套,video://https://static.hntv.tv/total/television/?id=228
焦作综合,video://https://static.hntv.tv/total/television/?id=209
焦作公共,video://http://www.jzrt.com/list-ggpd.html
南阳新闻综合,video://https://static.hntv.tv/total/television/?id=223
三门峡新闻综合,video://https://static.hntv.tv/total/television/?id=222
灵宝新闻综合,video://https://lingbao.dxhmt.cn/api/page/shiroVideo?tvId=ad4a562042234794b1decf5cb41f3f06
镇平新闻综合,video://https://zhenping.dxhmt.cn/api/page/shiroVideo?tvId=43a0ab30e80d4ed0869fb2e8f096e2f5
西峡综合,video://https://xixia.dxhmt.cn/api/page/shiroVideo?tvId=4db4b5dc050946abb004e7271f22aa79
新野综合,video://https://xinye.dxhmt.cn/api/page/shiroVideo?tvId=47722ea0cc2d463fb8c81d9e42d8ad7f
淅川综合,video://https://xichuan.dxhmt.cn/api/page/shiroVideo?tvId=db501368fcdb4684b50d28b4b0a95f89
唐河一套,video://https://tanghe.dxhmt.cn/api/page/shiroVideo?tvId=f7e36ae95486400fb121b5863c11633d
内乡综合,video://https://neixiang.dxhmt.cn/api/page/shiroVideo?tvId=eb654c34768a4c329cbd3e8cb975ff57
方城一套,video://https://fangcheng.dxhmt.cn/api/page/shiroVideo?tvId=980d0fb1c09642f5b87a2f19c9927a27
邓州综合,video://https://dengzhou.dxhmt.cn/api/page/shiroVideo?tvId=eb9291fe33734dfabe206bfd09901009
渑池新闻综合,video://https://mianchi.dxhmt.cn/api/page/shiroVideo?tvId=f19ba41208bf44ff9f855ebc6de12a7d
陕州综合,video://https://shanzhouqu.dxhmt.cn/api/page/shiroVideo?tvId=da4ce66e6195494786fcde127027375f
许昌综合,video://https://static.hntv.tv/total/television/?id=220
禹州综合,video://https://yuzhou.dxhmt.cn/api/page/shiroVideo?tvId=6d4986f76cd24c37952a53fd1a20de59
封丘新闻综合,video://https://fengqiu.dxhmt.cn/api/page/shiroVideo?tvId=801dd8194ed54509b465faba22c1225e
长垣电视台,video://https://changyuan.dxhmt.cn/api/page/shiroVideo?tvId=6c7ef788155e45759a2e9eb8abaa5d93
新乡新闻综合,video://https://static.hntv.tv/total/television/?id=208
延津电视台,video://https://yanjin.dxhmt.cn/api/page/shiroVideo?tvId=7c4a0c96b2d448869b8ea62401190ce0
新乡县综合,video://https://xinxiangxian.dxhmt.cn/api/page/shiroVideo?tvId=7ccc7b6f77bf4ef0ae2f65a1025b449d
卫辉综合,video://https://weihui.dxhmt.cn/api/page/shiroVideo?tvId=2ba51b5fbb9441dcad2e81a3ae05d784
信阳新闻综合,video://https://static.hntv.tv/total/television/?id=225
信阳文旅,video://https://www.xytv.cn/television/138.html
信阳狮河,video://https://www.xytv.cn/television/139.html
信阳平桥,video://https://www.xytv.cn/television/140.html
淮滨综合,video://https://huaibin.dxhmt.cn/api/page/shiroVideo?tvId=b7bf95956b564bf29d6a2bdd10ac31bc
新县综合,video://https://xinxian.dxhmt.cn/api/page/shiroVideo?tvId=b1902f88a2a94293919241f687050336
罗山电视台,video://https://luoshan.dxhmt.cn/api/page/shiroVideo?tvId=edf6d120b4c347e8bbbd3dc28cd27fcd
固始综合,video://https://gushi.dxhmt.cn/api/page/shiroVideo?tvId=434ab4b650504b79846ffa9b1fc8d9a0
光山综合,video://https://guangshan.dxhmt.cn/api/page/shiroVideo?tvId=1028ecfd2ee640f39a4efd5527fcf792
周口新闻综合,video://https://static.hntv.tv/total/television/?id=226
周口公共,video://http://wxyszk.yszkapp.cn/share/views/share/index_share.html?contentType=tvlive&channelId=2&mmsurl=http://mms.yszkapp.cn:18080/mms4.6.3&token=pmqhukcpyipvqmoz
沈丘新闻综合,video://https://shenqiu.dxhmt.cn/api/page/shiroVideo?tvId=3f6a3bfb595e4cce97d4e83cf94ee2a7
鹿邑综合,video://https://luyi.dxhmt.cn/api/page/shiroVideo?tvId=c027587303c34245b4a667dc877b9b0a
扶沟电视台,video://https://fugou.dxhmt.cn/api/page/shiroVideo?tvId=6dcdaf8ae6d64904a0312650cf2c2298
郸城新闻综合,video://https://dancheng.dxhmt.cn/api/page/shiroVideo?tvId=8cc54dfd6df44913a637b63db589f5cc
项城新闻综合,video://https://xiangcheng.dxhmt.cn/api/page/shiroVideo?tvId=8736f7c33b2e485eafc06a232931b944
正阳综合,video://https://zhengyang.dxhmt.cn/api/page/shiroVideo?tvId=58a38a7b311849b59efeca1904267c4d
新蔡综合,video://https://xincai.dxhmt.cn/api/page/shiroVideo?tvId=866e35440e1c4922ac4d39a28a1f73dc
遂平综合,video://https://suiping.dxhmt.cn/api/page/shiroVideo?tvId=31dde84ef786454e9c8adf236f11414f
上蔡一套,video://https://shangcai.dxhmt.cn/api/page/shiroVideo?tvId=5425c5b28a8c47469864de136e493efc
确山电视台,video://https://queshan.dxhmt.cn/api/page/shiroVideo?tvId=f29c13ba6f3d47d7aac19fdcb6a962b7
泌阳新闻综合,video://https://biyang.dxhmt.cn/api/page/shiroVideo?tvId=a2b6954412d542da94c6398689322bc9
驻马店新闻综合,video://https://static.hntv.tv/total/television/?id=227

河北,#genre#
河北卫视,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=0
河北影视剧,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=4
河北都市,video://https://www.hebtv.com/19/19js/st/xdszb/index.shtml?index=3
